flowrate,pv,pv_minus_mode
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.595386,0.014502
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0,0.596191,0.015307
0.06,0.596191,0.015307
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0.08,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0.03,0.596997,0.016113
0.03,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0.07,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.596997,0.016113
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0.09,0.597803,0.016919
0.07,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0.05,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.597803,0.016919
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0.04,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
7.03,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.598608,0.017724
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0.03,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.599414,0.01853
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0.07,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0.02,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0,0.60022,0.019336
0.03,0.60022,0.019336
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0.06,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0.04,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0.03,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0.05,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601025,0.020141
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.601831,0.020947
0,0.602637,0.021753
0,0.602637,0.021753
0,0.602637,0.021753
0,0.602637,0.021753
0,0.602637,0.021753
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0.04,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.603442,0.022558
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.604248,0.023364
0,0.605054,0.02417
0,0.605054,0.02417
0.09,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0.03,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0.06,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605054,0.02417
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0.07,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0,0.605859,0.024975
0.11,0.605859,0.024975
0,0.606665,0.025781
0,0.606665,0.025781
0.08,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0,0.606665,0.025781
0.03,0.606665,0.025781
0,0.607471,0.026587
0,0.607471,0.026587
0.1,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.607471,0.026587
0,0.608276,0.027392
0,0.608276,0.027392
0.03,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0.09,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0.07,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0,0.608276,0.027392
0.11,0.608276,0.027392
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0.03,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0.08,0.609082,0.028198
0,0.609082,0.028198
0.02,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0.09,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
8.25,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0.03,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0.2,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0,0.609082,0.028198
0.05,0.609082,0.028198
0.1,0.609082,0.028198
0.08,0.609082,0.028198
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0.03,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.609888,0.029004
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.611499,0.030615
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.612305,0.031421
0,0.61311,0.032226
0,0.61311,0.032226
0,0.61311,0.032226
0,0.61311,0.032226
0,0.61311,0.032226
0,0.61311,0.032226
0,0.61311,0.032226
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.613916,0.033032
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0.04,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0.11,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.614722,0.033838
0,0.615527,0.034643
0.11,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.615527,0.034643
0,0.616333,0.035449
0,0.616333,0.035449
0,0.616333,0.035449
0,0.616333,0.035449
0,0.616333,0.035449
0,0.616333,0.035449
0,0.616333,0.035449
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0.06,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617139,0.036255
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.617944,0.03706
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.61875,0.037866
0,0.619556,0.038672
0,0.619556,0.038672
0,0.619556,0.038672
0,0.619556,0.038672
0,0.619556,0.038672
0,0.619556,0.038672
0,0.619556,0.038672
0,0.619556,0.038672
0.04,0.619556,0.038672
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
0,0.620361,0.039477
